Restaurant,Latitude,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Jackie's Place,37.3521773,-121.9020564,"840 N First St, San Jose, CA 95112, United States",ChIJ924cgmrNj4AR_zzWa-nJdVQ,/biz/jackies-place-san-jose?osq=Restaurants,0.219659740666667,4.4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Sharks Ice at San Jose,37.3195436,-121.8642309,"1500 S 10th St, San Jose, CA 95112, United States",ChIJ2fqNpS8zjoARe3meHef4vb4,/biz/sharks-ice-at-san-jose-san-jose-2?osq=Restaurants,0.100165723,3.9,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Gombei,37.348897,-121.8948279,"193 Jackson St, San Jose, CA 95112, United States",ChIJvVmAlITMj4ARo6qv73FvEUo,/biz/gombei-san-jose?osq=Restaurants,0.201808198333333,3.9,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Chikin Drip,37.3686068,-121.9078235,"1721 Old Bayshore Hwy, San Jose, CA 95112, United States",ChIJ1wHcROHNj4ARmNwmP2PcUWw,/biz/chikin-drip-san-jose?osq=Restaurants,0.171878072333333,4.3,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Hao Hao Pho,37.3331842,-121.8748645,"460 E William St, San Jose, CA 95112, United States",ChIJ_zJNFdPNj4ARvZMHpgpp18M,/biz/hao-hao-pho-san-jose-2?osq=Restaurants,0.187530813,4.8,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
The Nest Asian Bistro,37.3322747,-121.8845591,"312 S Third St, San Jose, CA 95112, United States",ChIJCQhJgjrNj4ARJX14a9sVO9Q,/biz/the-nest-asian-bistro-san-jose-4?osq=Restaurants,0.174770824,4.2,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Doner Silicon Valley,37.3372376,-121.8872292,"17 S 4th St, San Jose, CA 95112, United States",ChIJ4RXB-UbNj4ARQ4s4rBcYmKo,/biz/doner-silicon-valley-san-jose?osq=Restaurants,0.133727574666667,4.1,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Island Taste Caribbean Grill,37.3385714,-121.885846,"225 E Santa Clara St, San Jose, CA 95112, United States",ChIJt7I-X47Nj4ARoT85ERrLHh4,/biz/island-taste-caribbean-grill-san-jose-2?osq=Restaurants,0.176186874333333,4.7,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
The FAB,37.333583,-121.8853244,"110 Paseo de San Antonio, San Jose, CA 95112, United States",ChIJo1TM25nNj4ARkZJrDxuP5VM,/biz/the-fab-san-jose?osq=Restaurants,0.185114794333333,4.6,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Smoking Pig BBQ,37.3588832,-121.9027679,"1144 N 4th St, San Jose, CA 95112, United States",ChIJeQ-ozuLKj4ARMQNfslZXl1c,/biz/smoking-pig-bbq-san-jose?osq=Restaurants,0.153337265333333,4.1,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
K%C3%BCsan Uyghur Cuisine,37.3656611,-121.9079129,"1516 N 4th St, San Jose, CA 95112, United States",ChIJcyE5hWHLj4ARsmYbYJ_RpRI,/biz/k%C3%BCsan-uyghur-cuisine-san-jose?osq=Restaurants,0.133271318333333,3.9,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Lee's Sandwiches,37.3384053,-121.8847889,"260 E Santa Clara St, San Jose, CA 95113, United States",ChIJW7ZA0b3Mj4ARYpRDYmu7qso,/biz/lees-sandwiches-san-jose-15?osq=Restaurants,0.082998458,3.4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Izakaya Restaurant,37.3358795,-121.893622,"28 N Almaden Ave Suite 70, San Jose, CA 95110, United States",ChIJATMImMHNj4ARVXuyES--I9k,/biz/izakaya-restaurant-san-jose?osq=Restaurants,0.150130596333333,4.4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Ludwigs German Table,37.3913986,-122.0800827,"383 Castro St, Mountain View, CA 94041, United States",ChIJr2AqoJm3j4ARFMnM43xElBQ,/biz/ludwigs-german-table-san-jose?osq=Restaurants,0.146847562,3.1,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Shabu Time,37.3487614,-121.8951019,"171 Jackson St, San Jose, CA 95112, United States",ChIJaTofisrNj4ARxvjSvHTZnJM,/biz/shabu-time-san-jose-3?osq=Restaurants,0.079989284,4.4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Minato Japanese Restaurant,37.3497867,-121.8937105,"617 N 6th St, San Jose, CA 95112, United States",ChIJv6Lt-4TMj4ARLZgLz0LCB2g,/biz/minato-japanese-restaurant-san-jose-2?osq=Restaurants,0.141622987,3.9,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Chez Sovan,37.3599515,-121.8912605,"923 Old Oakland Rd, San Jose, CA 95112, United States",ChIJR6AwJX3Mj4AR-t3htfidQMk,/biz/chez-sovan-san-jose?osq=Restaurants,0.133380999333333,4.5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
La Victoria Taqueria,37.3353729,-121.8926458,"131 W Santa Clara St, San Jose, CA 95113, United States",ChIJayPhD6PMj4ARRAc53FTXNn0,/biz/la-victoria-taqueria-san-jose-2?osq=Restaurants,0.123740082333333,3.4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Sam and Curry,37.3708221,-121.9169174,"1751 N First St #40, San Jose, CA 95112, United States",ChIJ-zMoQfvLj4ARXEN34zzw1So,/biz/sam-and-curry-san-jose?osq=Restaurants,0.139873627666667,4.7,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Moc Quan Restaurant,37.3087766,-121.8476225,"2384 Senter Rd, San Jose, CA 95112, United States",ChIJnalUGCwzjoARp39XGxJst0M,/biz/moc-quan-restaurant-san-jose?osq=Restaurants,0.05637228,3.5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
China Chen,37.3310057,-121.8836287,"400 S Third St, San Jose, CA 95112, United States",ChIJ9YdtW7fMj4AR5NupPn-HNv4,/biz/china-chen-san-jose?osq=Restaurants,0.133670495333333,4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
CRUST - Fresh Sourdough Deli,37.4119141,-121.9183765,"760 E Tasman Dr, Milpitas, CA 95035, United States",ChIJI0sb6OnJj4ARYJzltV-uA8M,/biz/crust-fresh-sourdough-deli-san-jose?osq=Restaurants,0.0455428986666667,3.8,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Mesquite & Oak,37.3585258,-121.8901246,"856 N 13th St, San Jose, CA 95112, United States",ChIJVVU5qmLMj4ARAQWOGzUf3-A,/biz/mesquite-and-oak-san-jose?osq=Restaurants,0.043976288,4.5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Santo Market,37.3517263,-121.8952686,"245 E Taylor St, San Jose, CA 95112, United States",ChIJ655lG4TMj4ARwtSVnWBBAio,/biz/santo-market-san-jose-3?osq=Restaurants,0.0476142363333333,4.5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Orchestria Palm Court,37.3289398,-121.8844594,"27 E William St, San Jose, CA 95112, United States",ChIJf2BKKrfMj4ARMNbG9LKvmvo,/biz/orchestria-palm-court-san-jose?osq=Restaurants,0.0348073673333333,4.4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Kaita Restaurant,37.3493104,-121.8940744,"215 Jackson St, San Jose, CA 95112, United States",ChIJjZyitpDNj4ARL3bf8lUED0g,/biz/kaita-restaurant-san-jose?osq=Restaurants,0.0909011423333333,3.8,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Hunan Taste Restaurant,37.3566569,-121.901241,"998 N 4th St, San Jose, CA 95112, United States",ChIJc3ZFopjNj4ARan2YFQrZBsU,/biz/hunan-taste-restaurant-san-jose?osq=Restaurants,0.0715385556666667,4.1,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Las Delicias De Tonita,37.3317796,-121.8860702,"372 S Third St, San Jose, CA 95112, United States",ChIJ3WNjKv_Nj4ARMXvBOdRtgB4,/biz/las-delicias-de-tonita-san-jose?osq=Restaurants,0.0915874036666667,4.8,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Shuei-Do Manju Shop,37.3492772,-121.8939983,"217 Jackson St, San Jose, CA 95112, United States",ChIJKWb85YTMj4ARFqphLcYtIeI,/biz/shuei-do-manju-shop-san-jose?osq=Restaurants,0.0299500523333333,4.7,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Pierogi Peddler,37.34951,-121.912172,"949 Ruff Dr, San Jose, CA 95110, United States",ChIJqYuQMwrNj4ARJk_G1z3D-No,/biz/pierogi-peddler-san-jose?osq=Restaurants,0.008932571,5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Aloha Fresh,37.3494387,-121.8938432,"225 Jackson St, San Jose, CA 95112, United States",ChIJTTwsYnvNj4ARVwisuRzwAqc,/biz/aloha-fresh-san-jose-2?osq=Restaurants,0.00422543,4.7,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Super Smash Burgers,37.3396755,-121.9070585,"579 Coleman Ave Suite 50, San Jose, CA 95110, United States",ChIJiS7s5nzLj4AR1rRQA1EUnMk,/biz/super-smash-burgers-san-jose-3?osq=Restaurants,0.0084379663333333,4.5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
DD Lounge,33.5389865,-112.2196765,"7025 N 75th Ave #104, Glendale, AZ 85303, United States",ChIJd6mbnTlrK4cRLNQfVvZMRv4,/biz/dd-lounge-san-jose?osq=Restaurants,0.004294674,4.5,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Spartan Taco Truck,37.3331782,-121.8758013,"447 E William St, San Jose, CA 95112, United States",ChIJccXRLNDNj4ARx-k7EDR0bZk,/biz/spartan-taco-truck-san-jose-4?osq=Restaurants,0.0042730113333333,4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
Banh Mi Oven,37.3366405,-121.8846744,"221 E San Fernando St, San Jose, CA 95112, United States",ChIJI8A711bNj4ARDHNdBKoF0fs,/biz/banh-mi-oven-san-jose-3?osq=Restaurants,0.0127489173333333,4.3,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
The Table,37.3082046,-121.9012822,"1110 Willow St, San Jose, CA 95125, United States",ChIJF7uF3VczjoARsQacfJJdX-A,/biz/the-table-san-jose?osq=Restaurants,0.954364325,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Encanto,37.27877,-121.8799271,"2988 Almaden Expy, San Jose, CA 95125, United States",ChIJLXdWPcozjoARxr-WpE8fnlY,/biz/encanto-san-jose?osq=Restaurants,0.497570484333333,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Sweet Mango,37.3088496,-121.8996134,"1040 Willow St, San Jose, CA 95125, United States",ChIJI_q0vFczjoAR9aqyx2V92qA,/biz/sweet-mango-san-jose?osq=Restaurants,0.166519429,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Souvlaki's Greek Skewers,37.3093942,-121.8871686,"577 W Alma Ave, San Jose, CA 95125, United States",ChIJO_BWqUUzjoARcVxlUnDl8M4,/biz/souvlakis-greek-skewers-san-jose?osq=Restaurants,0.162406029333333,4.4,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Braise Willow Glen,37.306929,-121.9001784,"1185 Lincoln Ave, San Jose, CA 95125, United States",ChIJH-5KIlgzjoAR4Hdd42vHqh0,/biz/braise-willow-glen-san-jose?osq=Restaurants,0.172498259333333,4,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Paris Avenue,37.3101522,-121.8970161,"896 Willow St, San Jose, CA 95125, United States",ChIJCY0fr0czjoAR1Q475Aoq5wg,/biz/paris-avenue-san-jose-2?osq=Restaurants,0.117619342,5,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Arepas Latin Cuisine - San Jose,37.3039739,-121.8973384,"1384 Lincoln Ave, San Jose, CA 95125, United States",ChIJY9uIN20zjoARaHHue9ApkLc,/biz/arepas-latin-cuisine-san-jose-san-jose?osq=Restaurants,0.152516222666667,4,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Bertucelli's La Villa,37.3046501,-121.8984669,"1319 Lincoln Ave, San Jose, CA 95125, United States",ChIJZYOIG1kzjoAR8_DT701ukqw,/biz/bertucellis-la-villa-san-jose?osq=Restaurants,0.180487020666667,4.3,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
El Halal Amigos,37.3082085,-121.9006823,"1100 Lincoln Ave, San Jose, CA 95125, United States",ChIJaSl4wEG_j4ARQrNdeKVTYd4,/biz/el-halal-amigos-san-jose-2?osq=Restaurants,0.136683564666667,4.3,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Anchors Fish & Chips and Seafood Grill,37.336561,-121.8941318,"87 N San Pedro St, San Jose, CA 95110, United States",ChIJC7wNQqLMj4AR0qu-hcrOZZE,/biz/anchors-fish-and-chips-and-seafood-grill-san-jose-2?osq=Restaurants,0.149000133666667,4.1,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Black Sheep Brasserie,37.3067984,-121.8996789,"1202 Lincoln Ave STE 30, San Jose, CA 95125, United States",ChIJWdzTL1gzjoARzW9cM0zWOaQ,/biz/black-sheep-brasserie-san-jose?osq=Restaurants,0.170748124,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
L'Roco Grill,37.2934748,-121.8747182,"699 Curtner Ave #140, San Jose, CA 95125, United States",ChIJd0k4btszjoAR2He8eFJ51kA,/biz/l-roco-grill-san-jose?osq=Restaurants,0.180772646333333,4.5,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Fire and Rice,37.3824035,-121.8965117,"1078 E Brokaw Rd #40, San Jose, CA 95131, United States",ChIJfZ6H2sPNj4ARUQQIKp79F-Y,/biz/fire-and-rice-san-jose-39?osq=Restaurants,0.0876980823333333,4.1,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Vin Santo Ristorante,37.3042431,-121.8976888,"1346 Lincoln Ave, San Jose, CA 95125, United States",ChIJc7d0P1kzjoARRgeWq1Kd674,/biz/vin-santo-ristorante-san-jose?osq=Restaurants,0.149875245333333,3.7,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Sushi Koya,37.2904788,-121.8808307,"2424 Almaden Rd, San Jose, CA 95125, United States",ChIJC51vFHMzjoARj9f71TNBxAk,/biz/sushi-koya-san-jose?osq=Restaurants,0.125841295333333,3.8,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
The Cider Junction,37.3105836,-121.8959367,"820 Willow St #100, San Jose, CA 95125, United States",ChIJ6yow0lAzjoARdsxDf3ld2eM,/biz/the-cider-junction-san-jose-5?osq=Restaurants,0.138291253,4.2,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Great Wall Chinese Restaurant,37.3062077,-121.8912832,"1455 Bird Ave., San Jose, CA 95125, United States",ChIJPV31SFszjoARv59wGs6BWMA,/biz/great-wall-chinese-restaurant-san-jose?osq=Restaurants,0.0474127813333333,4,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Tarah Thai Kitchen,37.3073092,-121.9005729,"1163 Lincoln Ave, San Jose, CA 95125, United States",ChIJ384ou8kzjoARYjXNoO7R0yg,/biz/tarah-thai-kitchen-san-jose?osq=Restaurants,0.0382338633333333,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Los Dubons Restaurant,37.3070961,-121.899688,"1182 Lincoln Ave, San Jose, CA 95125, United States",ChIJDbBn8e4zjoAR6koED2SNpaw,/biz/los-dubons-restaurant-san-jose-2?osq=Restaurants,0.101669890333333,4.7,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Sushi Arashi,37.3069572,-121.900347,"1181 Lincoln Ave #3002, San Jose, CA 95125, United States",ChIJr14BIlgzjoARC2bcciIX55U,/biz/sushi-arashi-san-jose-2?osq=Restaurants,0.0255270923333333,4.5,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Toast Cafe & Grill,37.3067232,-121.8917913,"1411 Bird Ave., San Jose, CA 95125, United States",ChIJneY-SPszjoARm3rwZkv_gJ0,/biz/toast-cafe-and-grill-san-jose-2?osq=Restaurants,0.105352747666667,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Mimosas of Willow Glen,37.3103137,-121.8962383,"860 Willow St #100, San Jose, CA 95125, United States",ChIJsUo8nTkzjoARvS-GOdkXYUk,/biz/mimosas-of-willow-glen-san-jose?osq=Restaurants,0.0169756796666667,3.7,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Opa!,37.3346877,-121.8941474,"225 W Santa Clara St, San Jose, CA 95113, United States",ChIJ8xoclw7Nj4ARj8ohRbd-AY8,/biz/opa-san-jose-5?osq=Restaurants,0.0042287,4.1,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Casa Villa,37.3102397,-121.8956766,"840 Willow St #400, San Jose, CA 95125, United States",ChIJB3ZXgDwzjoARwFz5YRsh1Yg,/biz/casa-villa-san-jose?osq=Restaurants,0.110421376,4.1,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Dolce Sicilia Cafe,37.3072973,-121.9005142,"1165 Lincoln Ave #110, San Jose, CA 95125, United States",ChIJ2VwlVT8zjoARxl8oTuw4MbM,/biz/dolce-sicilia-cafe-san-jose?osq=Restaurants,0.0521096443333333,4.7,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
20Twenty Cheese Bar,37.3038006,-121.8977194,"1389 Lincoln Ave, San Jose, CA 95125, United States",ChIJpYt6N1kzjoARmo2URWKVJaw,/biz/20twenty-cheese-bar-san-jose-2?osq=Restaurants,0.0301214083333333,3.9,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Yuki Sushi,37.3074395,-121.9001433,"1140 Lincoln Ave #8, San Jose, CA 95125, United States",ChIJV6ZAiVczjoARQQWpjuEKm50,/biz/yuki-sushi-san-jose?osq=Restaurants,0.038850786,3.8,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Siena Bistro,37.3039138,-121.8984493,"1359 Lincoln Ave, San Jose, CA 95125, United States",ChIJdTIVPFkzjoARuzCqG1Lgra8,/biz/siena-bistro-san-jose-2?osq=Restaurants,0.0424401423333333,4.2,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Lamella Tavern,37.3080799,-121.9011067,"1109 Lincoln Ave, San Jose, CA 95125, United States",ChIJC2tZmzwzjoAR2a0TjxQppFk,/biz/lamella-tavern-san-jose?osq=Restaurants,0.0175104113333333,3.6,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Fire and Rice,37.3824035,-121.8965117,"1078 E Brokaw Rd #40, San Jose, CA 95131, United States",ChIJfZ6H2sPNj4ARUQQIKp79F-Y,/biz/fire-and-rice-morgan-hill-36?osq=Restaurants,0.0047173666666666,4.5,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
The Halal Guys,37.3029138,-121.8644666,"81 Curtner Ave #20, San Jose, CA 95125, United States",ChIJNVPhzRszjoAR6cs5HypdhcE,/biz/the-halal-guys-san-jose-2?osq=Restaurants,0.0042189463333333,4.5,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,0
Fire and Rice,37.3824035,-121.8965117,"1078 E Brokaw Rd #40, San Jose, CA 95131, United States",ChIJfZ6H2sPNj4ARUQQIKp79F-Y,/biz/fire-and-rice-san-jose-40?osq=Restaurants,0.0298138046666667,4.5,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
Jake's of Willow Glen,37.3098925,-121.9015212,"1074 Lincoln Ave Unit A, San Jose, CA 95125, United States",ChIJUYyaKFYzjoARXWnU-1EOxTE,/biz/jakes-of-willow-glen-san-jose?osq=Restaurants,0.008454357,3.8,95125,33,33319,62.3,1,1,1243,2.3,0,344,0.6,0,8044,15,0,119,0.2,0,3985,60.1,1,3.9,1,128452,1,1,1
The Grandview Restaurant,37.3648169,-121.7640633,"15005 Mt Hamilton Rd, Mt Hamilton, CA 95140, United States",ChIJvSL3urYrjoARUHY44YlujEY,/biz/the-grandview-restaurant-san-jose?osq=Restaurants,0.418220099333333,4,95140,1,88,74.6,1,1,0,0,0,0,0,0,30,25.4,0,0,0,0,0,0,0,0,0,119303,0,1,0
Slater's 50/50 - San Jose,37.2512755,-121.8618704,"925 Blossom Hill Rd, San Jose, CA 95123, United States",ChIJhYkwRC0zjoARLwdwv3xd4PM,/biz/slaters-50-50-san-jose-san-jose?osq=Restaurants,0.467208839333333,3.9,95123,5,34818,49,0,1,2280,3.2,1,551,0.8,0,18421,25.9,0,99,0.1,0,5717,50.4,1,4.4,1,124389,0,1,0
Burma Choice,37.2484109,-121.8578041,"864 Blossom Hill Rd A, San Jose, CA 95123, United States",ChIJo-ysGQ8xjoAR9mfQjQhUBlE,/biz/burma-choice-san-jose-2?osq=Restaurants,0.156441214666667,4.5,95123,5,34818,49,0,1,2280,3.2,1,551,0.8,0,18421,25.9,0,99,0.1,0,5717,50.4,1,4.4,1,124389,0,1,0
Oros Thai Restaurant,37.23631,-121.8051457,"6177 Santa Teresa Blvd, San Jose, CA 95123, United States",ChIJj-BjzC4ujoARQ-VKUYKLi2g,/biz/oros-thai-restaurant-san-jose?osq=Restaurants,0.0170367776666667,3.9,95123,5,34818,49,0,1,2280,3.2,1,551,0.8,0,18421,25.9,0,99,0.1,0,5717,50.4,1,4.4,1,124389,0,1,0
Cali-Spartan Mexican Kitchen,37.3326634,-121.8753317,"515 S 10th St, San Jose, CA 95112, United States",ChIJDU4G7cjMj4ARFW5OtN3nsJI,/biz/cali-spartan-mexican-kitchen-san-jose-2?osq=Restaurants,0.029886309,3.7,95123,5,34818,49,0,1,2280,3.2,1,551,0.8,0,18421,25.9,0,99,0.1,0,5717,50.4,1,4.4,1,124389,0,1,0
